Id_comercio,Fecha de creacion comercio,Fecha 1ra_transaccion,Categoria comercio,Sub Categoria comercio,Ciudad,cant_terminales,Monto ventas Acumulado,Monto ventas ultimo mes,meses_antiguedad_creacion_comercio,meses_antiguedad_transacciones,transacciones_6m,meses_activos,ultima_actividad,transacciones_ultimo_mes,transacciones_por_mes_activo,recencia,M_score,F_score,R_score,RFM_score,segmento_rfm
5R8ND97JTL,2020-12-15 10:46:00,2020-12-15 11:04:00,Reparación y limpieza,Reparaciones locativas,Soacha,1,15283000,0,5,5.0,21,6,2021-05-01,1,3.5,0,5,4,5,4.666666666666667,Alto valor
5SJ7VK78R7,2021-03-12 14:51:00,2021-03-12 15:05:00,Comercio detallista,Otro,Bogotá  D.C.,1,15708700,3672000,2,2.0,92,3,2021-05-01,47,30.666666666666668,0,5,5,5,5.0,Alto valor
5T9TR5NGI0,2021-02-25 13:46:00,2021-02-25 14:14:00,Comercio detallista,Juguetería / Piñatería,Bogotá  D.C.,2,9032104,124425,3,3.0,70,4,2021-05-01,17,17.5,0,5,5,5,5.0,Alto valor
5TZ85I92JT,2020-12-22 12:00:00,2020-12-22 16:12:00,Belleza y cuidado personal,Salón de belleza,Bogotá  D.C.,1,34000,0,5,5.0,2,1,2020-12-01,0,2.0,5,1,1,1,1.0,Baja actividad
5UAU1JEZD2,2021-02-03 11:03:00,2021-02-03 11:19:00,Comercio detallista,Floristería,Bogotá  D.C.,1,4134676,744004,3,3.0,35,4,2021-05-01,7,8.75,0,4,5,5,4.666666666666667,Alto valor
5UW5P5Q4NM,2021-03-24 11:47:00,2021-03-24 11:57:00,Comercio detallista,Elementos del hogar,Sibaté,1,964000,0,2,2.0,6,3,2021-05-01,2,2.0,0,2,2,5,3.0,Nuevos o bajo desarrollo
5V6M0GXOA0,2021-03-25 12:13:00,2021-03-25 12:22:00,Belleza y cuidado personal,Salón de belleza,Bogotá  D.C.,1,710000,14000,2,2.0,22,3,2021-05-01,11,7.333333333333333,0,2,4,5,3.6666666666666665,Estándar
5VJP2X335Y,2021-03-18 13:23:00,2021-03-18 13:31:00,Servicios,Contabilidad / Asesorías,Bogotá  D.C.,1,164000,0,2,2.0,3,2,2021-04-01,0,1.5,1,1,1,4,2.0,Nuevos o bajo desarrollo
5VWPU1IE4P,2021-03-17 13:34:00,2021-03-17 13:44:00,Comercio detallista,Óptica,Bogotá  D.C.,1,1794000,438000,2,2.0,3,1,2021-03-01,0,3.0,2,3,1,3,2.3333333333333335,Estándar
5WGXUE0XFY,2020-12-23 13:08:00,2020-12-23 13:27:00,Comercio detallista,Farmacia,Bogotá  D.C.,1,2686600,0,5,5.0,19,6,2021-05-01,2,3.1666666666666665,0,4,4,5,4.333333333333333,Alto valor
5WYKO753KY,2021-03-03 12:59:00,2021-03-03 13:07:00,Servicios,Arquitectura e ingeniería,Bogotá  D.C.,1,5074000,2380000,2,2.0,6,3,2021-05-01,2,2.0,0,4,2,5,3.6666666666666665,Estándar
5WZMLVT713,2021-03-09 12:37:00,2021-03-09 12:55:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,437000,0,2,2.0,15,3,2021-05-01,5,5.0,0,2,4,5,3.6666666666666665,Estándar
5X2Y9U2S7M,2021-03-24 13:10:00,2021-03-24 13:20:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,515000,161000,2,2.0,7,3,2021-05-01,3,2.3333333333333335,0,2,2,5,3.0,Nuevos o bajo desarrollo
5X3XBU6Y1W,2021-03-06 11:47:00,2021-03-06 12:01:00,Alimentos y bebidas,Restaurante / Café,Bogotá  D.C.,1,4556000,633500,2,2.0,124,3,2021-05-01,51,41.333333333333336,0,4,5,5,4.666666666666667,Alto valor
5XGE6YDY25,2021-03-29 17:17:00,2021-03-29 17:29:00,Servicios,Tecnología y software,Bogotá  D.C.,1,2000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
5XXKS7NFE6,2021-01-29 13:15:00,2021-01-29 13:25:00,Reparación y limpieza,Automotriz y autopartes,Soacha,1,917000,88000,4,4.0,8,5,2021-05-01,1,1.6,0,2,3,5,3.3333333333333335,Estándar
5XYFYEPI0Y,2021-02-11 14:09:00,2021-02-11 14:17:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,6585000,903000,3,3.0,102,4,2021-05-01,45,25.5,0,5,5,5,5.0,Alto valor
5YI7WTR7RA,2021-01-07 13:38:00,2021-01-07 13:51:00,Comercio detallista,Óptica,Bogotá  D.C.,1,8970000,1773000,4,4.0,45,5,2021-05-01,3,9.0,0,5,5,5,5.0,Alto valor
60B1N8AIZJ,2021-03-30 15:59:00,2021-04-09 17:42:00,Belleza y cuidado personal,Distribuidora,Bogotá  D.C.,1,426350,103550,2,1.0,6,2,2021-05-01,4,3.0,0,2,2,5,3.0,Nuevos o bajo desarrollo
60D63QA8XY,2021-03-03 13:40:00,2021-03-03 13:50:00,Belleza y cuidado personal,Otro,Bogotá  D.C.,1,1504000,130000,2,2.0,23,3,2021-05-01,8,7.666666666666667,0,3,4,5,4.0,Estándar
60G7MZYD3B,2021-03-23 15:42:00,2021-03-23 15:56:00,Comercio detallista,Materiales de construcción,Bogotá  D.C.,1,31455850,4864000,2,2.0,33,3,2021-05-01,20,11.0,0,5,5,5,5.0,Alto valor
60ZSZO6Q8Z,2020-12-30 11:34:00,2021-01-12 11:38:00,Comercio detallista,Venta de bicicletas y accesorios,Bogotá  D.C.,1,11029899,0,5,4.0,5,1,2021-01-01,0,5.0,4,5,2,1,2.6666666666666665,Estándar
612MV0PYZ7,2021-03-10 16:07:00,2021-03-10 16:21:00,Comercio detallista,Materiales de construcción,Bogotá  D.C.,1,7724100,1937900,2,2.0,14,3,2021-05-01,3,4.666666666666667,0,5,3,5,4.333333333333333,Estándar
61454Z9G5W,2021-02-25 17:44:00,2021-02-25 17:56:00,Comercio detallista,Insumos,Bogotá  D.C.,1,520000,0,3,3.0,3,2,2021-03-01,0,1.5,2,2,1,3,2.0,Estándar
61KIA4DFWF,2021-01-30 14:24:00,2021-01-30 14:36:00,Belleza y cuidado personal,Masajista independiente,Bogotá  D.C.,1,882000,0,4,4.0,2,2,2021-02-01,0,1.0,3,2,1,2,1.6666666666666667,Baja actividad
61LP1C9FL8,2021-03-17 11:03:00,2021-03-17 11:12:00,Servicios,Carpintería,Bogotá  D.C.,1,267100,0,2,2.0,9,3,2021-05-01,2,3.0,0,2,3,5,3.3333333333333335,Estándar
6271HQZ27N,2021-02-02 18:23:00,2021-02-02 18:51:00,Alimentos y bebidas,Restaurante / Café,Bogotá  D.C.,1,1384400,250000,3,3.0,37,4,2021-05-01,13,9.25,0,3,5,5,4.333333333333333,Estándar
62D3OJM728,2021-03-24 14:36:00,2021-03-24 14:56:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,102000,0,2,2.0,4,2,2021-05-01,1,2.0,0,1,2,5,2.6666666666666665,Nuevos o bajo desarrollo
62G5WVMRH3,2021-03-24 15:16:00,2021-03-24 15:27:00,Comercio detallista,Óptica,Bogotá  D.C.,1,2602000,250000,2,2.0,11,3,2021-05-01,4,3.6666666666666665,0,4,3,5,4.0,Estándar
62LQJXETAX,2020-12-10 15:02:00,2020-12-10 19:57:00,Servicios,Otro,Bogotá  D.C.,1,7097000,0,5,5.0,26,6,2021-05-01,2,4.333333333333333,0,5,4,5,4.666666666666667,Alto valor
63O84O4G1G,2021-03-30 10:40:00,2021-03-30 11:06:00,Belleza y cuidado personal,Spa,Bogotá  D.C.,1,2133000,796000,2,2.0,5,3,2021-05-01,2,1.6666666666666667,0,3,2,5,3.3333333333333335,Estándar
63SL7IDTGS,2021-03-10 17:47:00,2021-03-10 18:12:00,Servicios,Otro,Bogotá  D.C.,1,10258000,0,2,2.0,10,3,2021-05-01,4,3.3333333333333335,0,5,3,5,4.333333333333333,Estándar
63WBCXK3U8,2021-03-02 12:11:00,2021-03-02 12:19:00,Alimentos y bebidas,Restaurante / Café,Bogotá  D.C.,1,33528500,149000,2,2.0,479,3,2021-05-01,94,159.66666666666666,0,5,5,5,5.0,Alto valor
63WOMQ8TRS,2021-03-08 11:09:00,2021-03-08 11:19:00,Belleza y cuidado personal,Salón de belleza,Bogotá  D.C.,1,2000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
65CA3QS9D9,2021-03-11 12:35:00,2021-03-11 12:44:00,Comercio detallista,Elementos de seguridad,Bogotá  D.C.,1,401000,0,2,2.0,3,2,2021-05-01,2,1.5,0,2,1,5,2.6666666666666665,Nuevos o bajo desarrollo
66R1AH4VYO,2021-02-06 11:19:00,2021-02-06 11:28:00,Comercio detallista,Ropa / Accesorios,Soacha,1,5960000,929000,3,3.0,57,4,2021-05-01,18,14.25,0,4,5,5,4.666666666666667,Alto valor
66YY89Z2JP,2021-03-16 18:16:00,2021-03-16 18:38:00,Comercio detallista,Elementos del hogar,Bogotá  D.C.,1,2000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
68ENKIFD0R,2021-03-18 14:12:00,2021-03-18 14:39:00,Turismo y entretenimiento,Entretenimiento,Bogotá  D.C.,1,1430000,885000,2,2.0,5,3,2021-05-01,2,1.6666666666666667,0,3,2,5,3.3333333333333335,Estándar
68RONX4D21,2021-03-12 12:24:00,2021-03-12 12:41:00,Comercio detallista,Tienda de deportes,Bogotá  D.C.,1,3000,0,2,2.0,3,1,2021-03-01,0,3.0,2,1,1,3,1.6666666666666667,Estándar
68Z1PVOS5D,2021-03-10 14:19:00,2021-03-10 14:28:00,Comercio detallista,Elementos de seguridad,Bogotá  D.C.,1,2557000,540000,2,2.0,6,3,2021-05-01,1,2.0,0,4,2,5,3.6666666666666665,Estándar
69CXZXA0ES,2021-03-10 12:19:00,2021-03-10 12:29:00,Comercio detallista,Electrodomésticos,Bogotá  D.C.,1,3000,0,2,2.0,2,1,2021-03-01,0,2.0,2,1,1,3,1.6666666666666667,Estándar
69GONJ7WL7,2021-03-16 16:55:00,2021-03-16 17:05:00,Alimentos y bebidas,Abarrotes / Mercado,Bogotá  D.C.,1,358000,0,2,2.0,16,3,2021-05-01,3,5.333333333333333,0,2,4,5,3.6666666666666665,Estándar
69MT1AWUC0,2021-02-09 12:23:00,2021-02-09 12:47:00,Comercio detallista,Juguetería / Piñatería,Bogotá  D.C.,1,2257800,286500,3,3.0,56,4,2021-05-01,14,14.0,0,3,5,5,4.333333333333333,Estándar
6ADR80VQ0A,2021-03-18 11:49:00,2021-03-18 11:57:00,Transporte,Servicio especial,Bogotá  D.C.,1,1000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
6B2D9VRWTJ,2021-02-15 17:15:00,2021-02-20 12:52:00,Comercio detallista,Tecnología,Bogotá  D.C.,1,348000,0,3,3.0,2,1,2021-02-01,0,2.0,3,2,1,2,1.6666666666666667,Baja actividad
6B38CXLP7A,2020-11-26 13:38:00,2021-03-17 12:15:00,Comercio detallista,Tecnología,Bogotá  D.C.,1,12538000,3187000,6,2.0,14,3,2021-05-01,6,4.666666666666667,0,5,3,5,4.333333333333333,Estándar
6BAZ76R4PD,2021-02-20 12:47:00,2021-02-20 13:01:00,Transporte,Taxi,Cali,1,217500,9900,3,3.0,6,3,2021-05-01,1,2.0,0,2,2,5,3.0,Nuevos o bajo desarrollo
6BO83N44HG,2021-03-18 18:48:00,2021-03-18 18:58:00,Belleza y cuidado personal,Suplementos,Soacha,1,2604000,550000,2,2.0,12,3,2021-05-01,9,4.0,0,4,3,5,4.0,Estándar
6C3WG23EG2,2021-03-11 17:19:00,2021-03-11 17:30:00,Alimentos y bebidas,Abarrotes / Mercado,Bogotá  D.C.,1,2989950,66300,2,2.0,71,3,2021-05-01,28,23.666666666666668,0,4,5,5,4.666666666666667,Alto valor
6C5VWLS2HH,2021-03-08 11:40:00,2021-03-08 12:50:00,Reparación y limpieza,Moda / Zapatería,Bogotá  D.C.,1,631000,120000,2,2.0,10,3,2021-05-01,1,3.3333333333333335,0,2,3,5,3.3333333333333335,Estándar
6CCTXYY95I,2021-03-19 15:11:00,2021-03-19 15:32:00,Reparación y limpieza,Automotriz y autopartes,Bogotá  D.C.,1,2505000,0,2,2.0,7,3,2021-05-01,2,2.3333333333333335,0,3,2,5,3.3333333333333335,Estándar
6CH8C929DI,2021-03-06 09:50:00,2021-03-06 09:59:00,Comercio detallista,Venta de bicicletas y accesorios,Bogotá  D.C.,1,31000,0,2,2.0,2,1,2021-03-01,0,2.0,2,1,1,3,1.6666666666666667,Estándar
6D6LEAFBPP,2021-03-25 10:14:00,2021-03-25 10:33:00,Servicios,Diseño / Fotografía,Bogotá  D.C.,1,12905500,7753500,2,2.0,15,3,2021-05-01,12,5.0,0,5,4,5,4.666666666666667,Alto valor
6DIT6L8BRF,2021-03-11 16:44:00,2021-03-11 16:58:00,Comercio detallista,Materiales de construcción,Bogotá  D.C.,1,5705400,238500,2,2.0,8,3,2021-05-01,1,2.6666666666666665,0,4,3,5,4.0,Estándar
6DSA0HVH5P,2021-01-21 13:35:00,2021-01-21 13:43:00,Comercio detallista,Óptica,Bogotá  D.C.,1,1167000,860000,4,4.0,15,5,2021-05-01,3,3.0,0,3,4,5,4.0,Estándar
6F1YSR6QRA,2020-12-12 16:54:00,2020-12-12 18:52:00,Alimentos y bebidas,Restaurante / Café,Bogotá  D.C.,1,1519760,33000,5,5.0,40,6,2021-05-01,15,6.666666666666667,0,3,5,5,4.333333333333333,Estándar
6FGX3A5PTO,2021-03-18 17:40:00,2021-03-18 17:54:00,Alimentos y bebidas,Restaurante / Café,Bogotá  D.C.,1,2423400,177000,2,2.0,17,3,2021-05-01,5,5.666666666666667,0,3,4,5,4.0,Estándar
6FPBCBCBR6,2021-03-03 14:04:00,2021-03-03 14:13:00,Alimentos y bebidas,Comida rápida,Bogotá  D.C.,1,1209685,162000,2,2.0,40,3,2021-05-01,12,13.333333333333334,0,3,5,5,4.333333333333333,Estándar
6G0AX2PWQ1,2021-03-19 08:31:00,2021-03-19 08:42:00,Transporte,Servicio especial,Bogotá  D.C.,1,1000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
6GI49VGELH,2021-03-18 12:43:00,2021-03-18 13:08:00,Alimentos y bebidas,Restaurante / Café,La Mesa,1,3888700,1603200,2,2.0,27,3,2021-05-01,17,9.0,0,4,4,5,4.333333333333333,Alto valor
6GOYSKZN4A,2021-03-11 14:24:00,2021-03-14 11:37:00,Alimentos y bebidas,Restaurante / Café,Choachí,1,4314300,1847500,2,2.0,63,3,2021-05-01,33,21.0,0,4,5,5,4.666666666666667,Alto valor
6GRPQXR5QQ,2021-03-24 11:28:00,2021-03-24 11:38:00,Alimentos y bebidas,Otro,Bogotá  D.C.,1,408200,24600,2,2.0,8,3,2021-05-01,3,2.6666666666666665,0,2,3,5,3.3333333333333335,Estándar
6H1TYTVCAO,2021-03-16 16:10:00,2021-03-16 16:21:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,1000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
6HNN0LETDC,2021-01-20 16:11:00,2021-01-20 16:20:00,Reparación y limpieza,Moda / Zapatería,Bogotá  D.C.,1,1547000,106000,4,4.0,28,5,2021-05-01,7,5.6,0,3,4,5,4.0,Estándar
6HWU32GZ2S,2021-03-16 16:49:00,2021-03-16 17:08:00,Comercio detallista,Elementos del hogar,Soacha,1,1743000,0,2,2.0,8,3,2021-05-01,1,2.6666666666666665,0,3,3,5,3.6666666666666665,Estándar
6JVV2H9RRG,2021-03-26 15:49:00,2021-03-26 15:57:00,Comercio detallista,Insumos,Soacha,1,18466349,5463090,2,2.0,21,3,2021-05-01,7,7.0,0,5,4,5,4.666666666666667,Alto valor
6K8MFS8NDA,2021-03-24 15:54:00,2021-03-24 16:06:00,Comercio detallista,Tienda de deportes,Bogotá  D.C.,1,1467000,80000,2,2.0,8,3,2021-05-01,5,2.6666666666666665,0,3,3,5,3.6666666666666665,Estándar
6KGP8MABR4,2021-03-09 13:08:00,2021-03-09 13:22:00,Comercio detallista,Farmacia,Bogotá  D.C.,1,105500,66000,2,2.0,4,2,2021-04-01,0,2.0,1,1,2,4,2.3333333333333335,Nuevos o bajo desarrollo
6KHRNF6P7R,2021-03-01 13:42:00,2021-03-01 13:49:00,Comercio detallista,Muebles / Decoración,Bogotá  D.C.,1,4137000,0,2,2.0,5,3,2021-05-01,1,1.6666666666666667,0,4,2,5,3.6666666666666665,Estándar
6KJOYO84M8,2021-03-13 16:01:00,2021-03-13 16:12:00,Alimentos y bebidas,Comida rápida,Funza,1,394500,63000,2,2.0,11,3,2021-05-01,4,3.6666666666666665,0,2,3,5,3.3333333333333335,Estándar
6L99AGJHH4,2021-03-16 11:53:00,2021-03-16 12:14:00,Comercio detallista,Materiales de construcción,Bogotá  D.C.,1,1000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
6LD30NM8O9,2021-02-24 21:08:00,2021-02-24 21:23:00,Alimentos y bebidas,Comida rápida,Bogotá  D.C.,1,6859000,961000,3,3.0,138,4,2021-05-01,56,34.5,0,5,5,5,5.0,Alto valor
6LG4ZFETCV,2020-12-21 13:08:00,2020-12-21 13:17:00,Alimentos y bebidas,Repostería / Panadería,Bogotá  D.C.,1,477900,104500,5,5.0,28,6,2021-05-01,8,4.666666666666667,0,2,4,5,3.6666666666666665,Estándar
6LHUXX86FS,2021-03-10 17:52:00,2021-03-10 18:22:00,Belleza y cuidado personal,Salón de belleza,Bogotá  D.C.,1,173500,32000,2,2.0,5,3,2021-05-01,1,1.6666666666666667,0,2,2,5,3.0,Nuevos o bajo desarrollo
6LJNP7MCG5,2021-03-15 12:09:00,2021-03-15 12:18:00,Comercio detallista,Tecnología,Bogotá  D.C.,1,3743197,0,2,2.0,12,3,2021-05-01,3,4.0,0,4,3,5,4.0,Estándar
6LTBMBN8NC,2021-03-18 12:52:00,2021-03-18 13:01:00,Reparación y limpieza,Automotriz y autopartes,Fusagasugá,1,1502000,271000,2,2.0,11,3,2021-05-01,4,3.6666666666666665,0,3,3,5,3.6666666666666665,Estándar
6LUXMSBYCK,2021-01-12 15:09:00,2021-01-12 15:31:00,Comercio detallista,Auto partes,Bogotá  D.C.,1,5970850,128400,4,4.0,37,5,2021-05-01,1,7.4,0,4,5,5,4.666666666666667,Alto valor
6MUXAOTO28,2021-01-30 13:37:00,2021-01-30 13:51:00,Servicios,Tecnología y software,Bogotá  D.C.,1,2000,0,4,4.0,1,1,2021-01-01,0,1.0,4,1,1,1,1.0,Baja actividad
6N0H9X7LAL,2021-03-05 16:25:00,2021-03-05 17:53:00,Comercio detallista,Tecnología,Bogotá  D.C.,1,2000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
6NG2IZHSH9,2021-03-26 20:40:00,2021-03-26 20:49:00,Comercio detallista,Farmacia,Bogotá  D.C.,1,4000,0,2,2.0,2,2,2021-04-01,0,1.0,1,1,1,4,2.0,Nuevos o bajo desarrollo
6NH5UYUQPI,2021-02-19 17:31:00,2021-02-19 17:47:00,Reparación y limpieza,Reparaciones locativas,Soacha,1,20058155,8066925,3,3.0,22,4,2021-05-01,5,5.5,0,5,4,5,4.666666666666667,Alto valor
6O46N9MHC5,2021-01-29 13:55:00,2021-01-29 14:06:00,Comercio detallista,Óptica,Bogotá  D.C.,1,9073000,1781000,4,4.0,18,5,2021-05-01,6,3.6,0,5,4,5,4.666666666666667,Alto valor
6OB6EAIZ1W,2021-03-15 16:22:00,2021-03-15 16:33:00,Comercio detallista,Electrodomésticos,Madrid,1,7506700,0,2,2.0,6,2,2021-04-01,0,3.0,1,5,2,4,3.6666666666666665,Estándar
6ONO0CBH7X,2021-01-07 16:40:00,2021-01-07 17:05:00,Comercio detallista,Materiales de construcción,Soacha,1,1191700,17300,4,4.0,21,5,2021-05-01,7,4.2,0,3,4,5,4.0,Estándar
6OV39AQ6SZ,2021-03-08 13:23:00,2021-03-08 13:38:00,Reparación y limpieza,Otro,Bogotá  D.C.,1,146150,0,2,2.0,4,2,2021-05-01,2,2.0,0,1,2,5,2.6666666666666665,Nuevos o bajo desarrollo
6PDAJ0HTJK,2021-03-16 15:40:00,2021-03-16 16:08:00,Servicios,Tecnología y software,Soacha,2,4724650,967500,2,2.0,27,3,2021-05-01,10,9.0,0,4,4,5,4.333333333333333,Alto valor
6PN5UVOT9X,2021-02-05 14:20:00,2021-02-05 14:30:00,Servicios,Carpintería,Bogotá  D.C.,1,2000,0,3,3.0,1,1,2021-02-01,0,1.0,3,1,1,2,1.3333333333333333,Baja actividad
6PXSUO8JYJ,2021-03-24 16:03:00,2021-03-24 16:28:00,Comercio detallista,Ropa / Accesorios,Cajicá,1,1333000,160000,2,2.0,13,3,2021-05-01,5,4.333333333333333,0,3,3,5,3.6666666666666665,Estándar
6Q11YM9F8F,2021-03-13 13:33:00,2021-03-13 13:52:00,Transporte,Taxi,Cali,1,1029900,149000,2,2.0,5,2,2021-05-01,3,2.5,0,3,2,5,3.3333333333333335,Estándar
6R8RD080AG,2021-03-21 11:11:00,2021-03-21 11:21:00,Servicios,Tecnología y software,Soacha,1,158500,157500,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
6RT5FC9F2H,2021-03-09 11:05:00,2021-03-09 11:17:00,Comercio detallista,Óptica,Bogotá  D.C.,1,5994000,1359000,2,2.0,24,3,2021-05-01,8,8.0,0,4,4,5,4.333333333333333,Alto valor
6S5FR3W0EI,2021-02-05 13:55:00,2021-02-05 14:03:00,Belleza y cuidado personal,Distribuidora,Bogotá  D.C.,1,435900,121800,3,3.0,10,3,2021-05-01,5,3.3333333333333335,0,2,3,5,3.3333333333333335,Estándar
6T90JTRF28,2021-03-03 16:07:00,2021-03-24 10:48:00,Comercio detallista,Otro,Bogotá  D.C.,1,151000,0,2,2.0,2,1,2021-03-01,0,2.0,2,1,1,3,1.6666666666666667,Estándar
6THE7Y9N8W,2021-03-19 15:27:00,2021-03-19 15:46:00,Servicios,Tecnología y software,Villa de San Diego de Ubate,1,3000,0,2,2.0,3,1,2021-03-01,0,3.0,2,1,1,3,1.6666666666666667,Estándar
6TQVUX9YWR,2021-03-19 12:17:00,2021-03-19 12:36:00,Comercio detallista,Otro,Bogotá  D.C.,1,10252500,1903500,2,2.0,53,3,2021-05-01,35,17.666666666666668,0,5,5,5,5.0,Alto valor
6UWXH1AGKT,2021-03-11 13:51:00,2021-03-11 14:11:00,Comercio detallista,Tecnología,Bogotá  D.C.,1,24388606,1425000,2,2.0,25,3,2021-05-01,6,8.333333333333334,0,5,4,5,4.666666666666667,Alto valor
6VHSE8Q4CT,2021-02-23 12:12:00,2021-02-23 12:35:00,Servicios,Otro,Bogotá  D.C.,1,269000,0,3,3.0,4,3,2021-04-01,0,1.3333333333333333,1,2,2,4,2.6666666666666665,Nuevos o bajo desarrollo
6W42KQX92H,2021-03-30 13:56:00,2021-03-30 14:09:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,442500,123000,2,2.0,7,3,2021-05-01,2,2.3333333333333335,0,2,2,5,3.0,Nuevos o bajo desarrollo
6W9NQBH43N,2021-03-16 18:04:00,2021-03-16 18:18:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,774000,0,2,2.0,4,1,2021-03-01,0,4.0,2,2,2,3,2.3333333333333335,Estándar
6WG7Q4R47V,2021-01-20 16:46:00,2021-01-20 16:56:00,Comercio detallista,Óptica,Bogotá  D.C.,1,13171400,1084000,4,4.0,39,5,2021-05-01,7,7.8,0,5,5,5,5.0,Alto valor
6WWOGHL4AX,2021-03-12 13:37:00,2021-03-12 13:58:00,Comercio detallista,Ropa / Accesorios,Soacha,1,1019500,43000,2,2.0,17,3,2021-05-01,2,5.666666666666667,0,3,4,5,4.0,Estándar
6XDQ7ES293,2021-02-16 14:32:00,2021-02-16 14:49:00,Comercio detallista,Óptica,Bogotá  D.C.,1,11915000,985000,3,3.0,38,4,2021-05-01,25,9.5,0,5,5,5,5.0,Alto valor
6XV4WOY43J,2021-03-25 12:24:00,2021-04-04 12:28:00,Comercio detallista,Venta de bicicletas y accesorios,Bogotá  D.C.,1,981100,0,2,1.0,4,2,2021-05-01,2,2.0,0,3,2,5,3.3333333333333335,Estándar
6Y7TOGK3HX,2021-03-08 12:47:00,2021-03-08 13:04:00,Comercio detallista,Tecnología,Bogotá  D.C.,1,3397612,119900,2,2.0,37,3,2021-05-01,7,12.333333333333334,0,4,5,5,4.666666666666667,Alto valor
6YCU2HUC9N,2021-03-08 15:39:00,2021-03-08 15:50:00,Reparación y limpieza,Automotriz y autopartes,Bogotá  D.C.,1,440400,322300,2,2.0,3,2,2021-05-01,1,1.5,0,2,1,5,2.6666666666666665,Nuevos o bajo desarrollo
6YIDILXE3U,2021-03-18 13:20:00,2021-03-18 13:31:00,Reparación y limpieza,Reparaciones locativas,Bogotá  D.C.,1,54500,0,2,2.0,4,2,2021-04-01,0,2.0,1,1,2,4,2.3333333333333335,Nuevos o bajo desarrollo
6Z2KP7XG7H,2021-03-30 19:32:00,2021-03-30 19:52:00,Alimentos y bebidas,Restaurante / Café,Bogotá  D.C.,1,454300,0,2,2.0,13,3,2021-05-01,5,4.333333333333333,0,2,3,5,3.3333333333333335,Estándar
6Z9J3UF1AU,2021-03-18 16:03:00,2021-03-18 16:18:00,Comercio detallista,Mascotas,Bogotá  D.C.,1,1234000,0,2,2.0,8,2,2021-04-01,0,4.0,1,3,3,4,3.3333333333333335,Estándar
6ZNZOGYY54,2021-02-09 17:55:00,2021-02-09 18:04:00,Comercio detallista,Óptica,Bogotá  D.C.,1,2000,0,3,3.0,1,1,2021-02-01,0,1.0,3,1,1,2,1.3333333333333333,Baja actividad
7007WG0QHB,2021-03-20 13:32:00,2021-03-20 13:43:00,Alimentos y bebidas,Comida rápida,Villa de San Diego de Ubate,1,246000,0,2,2.0,11,3,2021-05-01,3,3.6666666666666665,0,2,3,5,3.3333333333333335,Estándar
70ZPXGRY9P,2021-02-23 19:23:00,2021-02-23 19:34:00,Comercio detallista,Electrodomésticos,Bogotá  D.C.,1,2000,0,3,3.0,1,1,2021-02-01,0,1.0,3,1,1,2,1.3333333333333333,Baja actividad
71YQCGQK01,2021-03-08 16:15:00,2021-03-08 16:28:00,Comercio detallista,Tecnología,Bogotá  D.C.,1,1411000,225000,2,2.0,14,3,2021-05-01,5,4.666666666666667,0,3,3,5,3.6666666666666665,Estándar
71YU6SWV77,2021-03-24 13:15:00,2021-03-24 13:27:00,Servicios,Otro,Bogotá  D.C.,1,47068100,6351300,2,2.0,79,3,2021-05-01,50,26.333333333333332,0,5,5,5,5.0,Alto valor
726I91BXBA,2021-02-01 12:19:00,2021-02-01 12:25:00,Comercio detallista,Muebles / Decoración,Bogotá  D.C.,1,10914000,5115000,3,3.0,16,4,2021-05-01,4,4.0,0,5,4,5,4.666666666666667,Alto valor
72U4V3KG5U,2020-12-07 15:51:00,2020-12-07 16:10:00,Alimentos y bebidas,Catering,Bogotá  D.C.,1,2400000,160000,5,5.0,15,4,2021-05-01,2,3.75,0,3,4,5,4.0,Estándar
72XBOKXEIH,2021-01-28 14:09:00,2021-01-28 14:26:00,Comercio detallista,Óptica,Bogotá  D.C.,1,6881000,230000,4,4.0,29,5,2021-05-01,10,5.8,0,5,4,5,4.666666666666667,Alto valor
